sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,local_bo_qty,went_on_backorder
1135001,9,12,0,0,0,0,0,1,2,5,0,0,78
1135002,17,2,0,92,157,209,13,55,110,168,31,0,89
1135003,651,4,477,614,1251,1788,195,589,1096,1551,121,0,78
1135136,3,12,0,0,0,0,0,0,0,0,0,0,78
1135137,22,15,0,106,196,262,19,62,100,143,43,0,89
1135138,9,8,250,0,0,0,5,22,40,62,0,0,78
1135207,1,4,29,0,0,0,3,21,23,23,0,0,78
1135208,21,8,0,0,50,50,0,0,0,0,0,0,89
1135209,4,8,0,3,3,4,0,0,2,5,0,0,78
1135384,2,9,0,0,0,0,0,0,0,0,0,0,78
1135385,2,12,0,3,5,8,2,4,8,9,1,0,89
1135386,2,12,0,12,12,12,3,4,10,16,0,0,78
1135555,2,8,1,1,3,5,1,3,5,5,0,0,78
1135556,3,8,0,0,0,0,5,8,12,23,1,0,89
1135557,1,4,1,3,3,3,1,1,1,1,1,0,78
1135586,25,8,0,0,0,0,0,3,5,6,0,0,78
1135587,111,2,104,174,324,444,108,201,266,313,92,0,89
1135588,547,8,0,0,0,0,1,2,5,9,3,0,78
1135657,3,52,0,0,0,0,0,0,0,0,0,0,78
1135658,3,4,0,4,8,16,2,6,17,19,0,0,89
1135659,1,8,0,0,0,0,0,0,0,0,1,0,78
1135698,3,4,0,0,0,0,0,2,3,3,0,0,78
1135699,3,2,0,14,14,14,3,4,4,4,1,0,89
1135700,76,3,23,105,210,336,22,69,143,226,23,0,78
1135780,533,8,221,1111,2161,2761,287,845,1714,3049,257,0,78
1135781,-4,8,0,96,96,144,12,42,71,90,0,4,89
1135782,3412,6,0,0,0,0,0,6,6,6,3,0,78
1135857,4,2,0,26,39,39,15,32,44,60,0,0,78
1135858,6,8,0,6,14,30,2,9,16,29,0,0,89
1135859,8,8,0,7,7,21,6,17,27,33,6,0,78
1135873,15,9,0,0,0,0,1,1,3,8,0,0,78
1135874,12,8,3,3,12,22,2,5,18,28,0,0,78
1135875,17,12,16,168,264,328,40,116,208,333,36,0,89
1135876,42,8,15,8,20,24,6,33,67,100,4,0,78
1135904,61,8,1,0,22,37,1,15,58,76,2,0,78
1135905,5,8,0,4,16,20,6,9,26,42,4,0,89
1135906,18,8,12,0,0,12,3,17,32,42,2,0,78
1135984,20580,8,4,0,0,0,23,107,212,277,66,1,78
1135985,0,2,0,118,205,286,0,0,0,1,17,0,89
1135986,0,12,0,57,57,57,0,0,0,0,45,0,78
1135987,76,9,0,0,0,0,0,1,2,3,0,0,78
1135988,0,8,0,1008,1008,1008,0,0,0,0,0,20,89
1136095,4,12,0,0,0,0,0,0,0,0,0,0,78
1136096,1,8,0,24,37,50,5,12,20,27,0,0,89
1136097,7,8,0,0,0,3,0,3,3,5,0,0,78
1136115,12,8,0,0,0,0,0,0,0,0,0,0,78
1136116,1,8,0,1,2,3,2,3,3,6,0,0,89
1136174,604,8,0,0,0,0,0,0,0,2,1,0,78
1136175,45,8,0,0,0,0,3,12,21,35,0,0,89
1136176,15,6,0,0,0,0,0,0,2,2,0,0,78
1136224,18,2,19,45,99,153,8,34,51,51,0,0,78
1136225,0,2,0,5,5,5,1,2,2,2,1,0,89
1136226,0,2,0,0,0,0,0,2,2,2,0,0,78
1136227,0,2,0,4,4,4,0,0,0,0,0,0,78
1136229,1,2,0,1,1,1,0,0,0,0,0,0,78
1136476,651,8,212,962,2126,3278,343,1028,2036,3160,239,0,78
1136478,0,2,0,27,41,41,0,0,0,0,0,0,78
1136479,15,2,0,0,0,0,0,3,5,6,0,0,78
1136480,4,2,0,0,0,0,0,0,0,0,0,0,78
1136481,0,2,0,0,0,0,4,5,5,5,0,0,89
1136482,2,8,0,0,0,0,0,0,1,1,0,0,78
1136491,140,8,0,113,302,437,49,152,307,485,47,0,78
1136492,1,8,0,20,44,56,5,15,31,53,0,0,89
1136493,85,12,0,0,0,0,0,1,2,3,1,0,78
1136616,11,2,0,0,0,0,0,1,1,1,0,0,78
1136617,1,2,0,0,0,0,1,1,1,1,0,0,89
1136618,2,4,0,0,0,0,0,0,0,0,0,0,78
1136656,99,9,0,0,0,0,0,0,0,0,0,0,78
1136657,1,8,0,0,0,0,1,1,1,1,1,0,89
1136701,1390,9,316,751,1818,2884,250,1007,1994,2747,173,0,78
1136702,0,8,0,28,52,63,0,0,0,0,0,0,89
1136795,0,2,2,2,3,3,0,0,0,0,1,0,78
1136796,0,2,0,40,60,60,0,0,0,0,0,0,89
1136797,7,9,0,0,0,0,0,0,2,7,0,0,78
1136816,335,8,0,0,0,0,26,56,1021,1052,0,0,78
1136817,0,9,0,1,1,1,0,0,0,0,0,0,89
1136818,8,9,0,0,0,0,0,0,0,0,0,0,78
1137079,0,8,0,10,10,11,6,7,7,9,0,0,89
1137080,649,9,10,0,0,0,20,52,114,177,31,0,78
1137106,1,2,0,0,0,0,0,0,0,0,0,0,78
1137107,-13,8,53,599,599,731,153,719,1068,11371,107,25,89
1137108,3874,2,781,4080,8320,12800,1429,3485,5759,7334,1570,0,78
1137142,20,2,0,0,0,0,0,0,0,0,0,0,78
1137143,6,8,0,0,0,0,3,6,9,16,2,0,89
1137144,37,12,0,0,0,0,0,0,0,0,0,0,78
1137255,2,2,0,14,14,14,3,3,5,7,0,0,78
1137256,0,2,0,859,1552,1971,0,0,0,0,67,0,89
1137257,6,8,0,0,0,1,1,3,5,6,0,0,78
1137297,0,16,0,3,3,4,0,1,1,3,0,0,78
1137298,7,2,0,1,1,1,6,21,22,22,2,0,89
1137303,366,8,7,0,0,0,7,37,80,118,26,0,78
1137304,109,12,0,0,0,0,0,0,1,4,1,0,78
1137305,0,8,0,3,4,6,2,3,4,8,0,0,89
1137306,51,8,3,0,0,20,10,27,54,86,21,0,78
1137307,44,2,0,0,0,0,0,3,5,5,0,0,78
1137308,31,8,0,0,0,0,0,0,0,0,0,0,78
1137371,3,8,0,2,3,4,0,1,2,5,0,0,78
1137372,2,8,0,10,15,25,1,6,14,18,3,0,89
1137373,30,8,0,0,0,0,0,0,0,1,0,0,78
1137428,2,8,0,0,0,0,0,0,0,0,1,0,78
1137429,1,8,0,30,40,60,17,26,51,65,0,0,89
1137430,6711,8,0,0,0,0,2,5,11,18,3,0,78
1137496,0,8,0,0,0,0,0,0,0,0,0,0,78
1137447,1,2,0,2,3,4,2,5,11,14,4,0,89
1137456,9300,8,0,0,0,0,25,127,177,227,105,0,78
1137457,12,8,0,0,0,0,4,8,20,34,1,0,89
1137458,2532,8,12,0,0,0,20,66,149,280,140,0,78
1137695,5,12,0,0,0,1,0,2,3,4,0,0,78
1137696,4,8,0,4,12,16,2,5,9,16,0,0,89
1137697,2,8,0,4,4,5,0,2,5,5,0,0,78
1137706,180,2,64,250,600,1000,80,280,592,772,76,0,78
1137707,3,9,0,8,13,15,5,9,10,13,5,0,89
1138070,0,8,0,22,31,47,4,15,15,19,3,0,89
1138071,40,8,0,0,0,0,0,1,1,1,0,0,78
1138224,18,8,6,128,212,254,46,103,178,274,21,0,78
1138225,5,4,0,0,0,1,1,4,7,9,1,0,89
1138226,12,8,0,0,3,3,0,5,8,9,0,0,78
1138290,11,8,0,0,0,5,1,4,8,15,0,0,78
1138291,11,8,0,10,16,22,8,22,49,72,2,0,89
1138292,15,2,40,40,70,110,13,42,67,85,0,0,78
1138316,0,12,0,5,8,11,2,5,5,10,0,0,89
1138317,102,9,0,0,0,0,7,10,24,61,12,0,78
1138477,3,4,0,0,0,0,0,0,0,0,0,0,78
1138478,6,2,0,0,0,0,0,1,3,3,0,0,89
1138479,15,2,0,0,0,0,1,1,1,1,0,0,78
1138665,31,8,0,0,0,0,0,0,0,0,0,0,78
1138666,1,8,0,10,20,30,2,12,20,21,0,0,89
1138667,48,9,0,0,0,8,6,24,76,133,3,0,78
1138838,2,9,0,0,0,0,0,0,0,0,0,0,78
1138839,0,12,0,7,11,11,0,0,0,0,0,0,89
1138879,11,2,0,0,0,0,0,1,1,2,1,0,78
1138880,4,8,0,400,400,400,11,40,81,141,22,0,89
1138881,296,8,2,128,461,683,96,348,679,979,137,0,78
1138897,24,8,0,24,24,24,0,0,0,0,0,0,78
1138898,69,8,0,29,29,29,8,25,53,90,21,0,89
1138899,276,8,18,96,144,240,70,153,288,438,72,0,78
1139067,176,14,23,24,96,144,23,73,167,267,28,0,78
1139068,2,8,0,4,7,8,2,5,7,14,0,0,89
1139069,8,14,0,0,0,0,0,0,0,0,2,0,78
1139152,10,12,0,0,0,0,0,0,0,0,1,0,78
1139153,-36,12,1,355,431,540,39,128,211,359,45,40,89
1139291,6,12,0,0,0,0,1,2,2,3,0,0,89
1139292,4,2,1,10,10,10,1,4,7,10,0,0,78
1139302,15118,12,801,5760,8064,11136,892,4624,13534,21364,6681,0,78
1139303,35,8,0,317,558,792,60,222,389,558,87,1,89
1139328,10322,8,0,0,0,0,0,0,0,0,1,0,78
1139329,22,12,0,200,300,380,55,146,248,349,60,0,89
1139330,128,2,43,135,285,335,90,127,294,448,61,1,78
1139460,23,4,0,0,9,18,3,10,21,29,3,0,78
1139461,7,8,9,135,220,290,58,104,169,239,67,2,89
1139462,9,2,0,0,0,0,3,10,13,13,1,0,78
1139579,278,2,228,60,270,450,202,203,203,203,43,0,78
1139581,9,2,0,80,140,200,18,53,118,157,0,0,89
1139582,11,8,37,18,48,72,12,41,79,115,12,0,78
1139716,0,3,0,854,1873,1887,2,3,3,3,91,1,89
1139717,0,3,0,19,34,34,1,1,1,1,4,0,78
1139800,126,8,1,0,0,0,6,13,32,47,5,0,78
1139801,3,8,0,2,2,4,2,4,7,10,0,0,89
1139802,110,8,6,63,153,259,24,85,179,262,44,0,78
1140074,28,2,0,30,60,90,13,38,55,79,20,0,78
1140075,3,8,0,0,0,0,0,0,0,2,0,0,78
1140076,8,8,4,272,412,556,43,146,297,461,58,3,89
1140077,0,8,0,0,0,0,0,0,0,0,0,0,78
1140109,22,8,0,21,49,70,9,13,30,66,0,0,78
1140110,0,3,0,4,4,6,1,4,5,6,0,0,89
1140111,1836,8,0,0,0,0,2,16,29,40,0,0,78
1140246,16,2,0,40,40,40,1,3,16,18,0,0,78
1140247,-1,8,0,9,13,17,10,11,16,21,0,1,89
1140255,54,2,0,0,0,0,0,0,5,8,0,0,78
1140256,94,8,0,0,0,0,1,3,3,6,0,0,89
1140257,64,2,0,0,20,60,25,50,91,113,0,0,78
1140777,10,12,0,0,0,0,0,0,0,0,1,0,78
1140778,0,2,0,11,11,11,0,0,0,0,1,0,89
1140779,10,12,0,0,0,0,0,0,0,0,1,0,78
1140850,4,12,0,30,42,60,0,11,21,36,0,0,89
1140851,724,8,0,0,0,0,0,1,1,1,3,0,78
1140921,53,4,77,51,153,272,13,72,129,152,0,0,78
1140922,0,8,0,8,13,18,0,3,6,11,1,0,89
1140923,16,52,0,0,0,0,1,4,5,9,1,0,78
1141086,0,2,0,4,14,14,0,0,0,0,0,0,78
1141088,-28,9,0,86,121,149,32,63,94,107,24,28,89
1141089,156,8,1,157,319,445,26,69,156,208,78,0,78
1141234,9,2,0,20,20,20,0,0,0,0,1,0,78
1141235,0,8,0,1,1,1,0,1,1,1,0,0,89
1141236,136,8,0,0,55,110,20,26,57,212,16,0,78
1141900,0,2,0,20,24,24,0,0,0,0,0,0,89
1142089,55,4,6,0,0,0,1,4,4,4,0,0,78
1142090,56,8,21,864,1452,2160,328,868,1363,1755,231,16,89
1142091,439,8,98,858,1248,1638,182,511,942,1547,159,0,78
1142198,9,2,3,6,6,6,4,6,6,6,2,0,89
1142199,3,12,0,0,0,0,0,0,0,0,0,0,78
1142200,12,2,0,0,0,0,0,0,0,0,0,0,78
1142201,9,2,0,14,25,39,6,12,12,12,0,0,78
1142202,63,12,0,0,0,0,0,6,17,17,0,0,78
1142203,0,8,0,5,6,6,0,0,0,0,0,0,89
1142204,44,2,0,0,0,0,0,0,4,5,0,0,78
1142312,3,8,0,5,11,18,1,6,10,16,1,0,78
1142313,2,8,0,18,30,38,7,22,35,54,26,0,89
1142314,12,2,0,0,0,0,0,0,0,0,1,0,78
1142315,3,8,0,0,0,0,1,1,1,1,0,0,89
1142411,12,2,0,12,12,12,8,16,19,19,0,0,89
1142412,0,2,0,7,7,12,0,0,0,0,0,0,78
1142491,99,8,0,0,0,0,0,0,0,0,0,0,78
1142492,1,8,0,35,70,70,8,27,43,69,4,0,89
1142493,7,8,0,0,0,0,0,0,0,0,1,0,78
1142650,34,8,0,0,0,0,2,5,6,7,2,0,78
1142651,10,2,1,3,3,3,8,30,30,30,0,0,89
1142652,2,12,0,0,0,0,0,0,0,0,0,0,78
1142922,47,8,0,0,0,100,18,30,67,77,0,0,78
1142923,0,3,0,30,30,30,11,28,29,29,15,0,89
1142924,224,8,42,320,720,1040,71,243,541,911,107,0,78
1143014,3,8,0,0,0,0,0,0,0,0,0,0,78
1143015,4,8,0,0,4,4,1,4,4,4,0,0,89
1143016,55,8,0,0,0,0,5,16,43,106,7,0,78
1143182,-11,8,63,196,294,392,104,207,286,360,55,37,78
1143183,0,8,0,5,8,10,0,2,4,7,0,0,89
1143206,25,2,0,24,72,96,0,13,22,23,4,0,78
1143207,9,8,0,20,20,40,5,11,16,25,0,0,89
1143208,200,2,0,0,0,0,0,0,0,0,0,0,78
1143239,175,12,0,0,0,0,0,0,0,0,0,0,78
1143240,17,8,0,77,122,182,19,62,113,169,25,0,89
1143241,9,4,0,13,25,41,3,10,19,34,3,0,78
1144024,13,8,0,29,61,102,12,29,73,95,0,0,89
1144025,1,8,0,0,0,0,2,2,2,3,0,0,78
1144260,0,2,0,10,10,10,0,0,0,0,1,0,89
1144261,8,2,0,0,0,0,0,0,0,0,0,0,78
1144326,0,3,0,8,8,14,0,0,0,0,0,0,78
1144327,0,2,0,4,10,10,0,0,0,0,0,0,89
1144351,278,9,140,0,360,600,73,279,658,1015,81,0,78
1144352,7,8,0,23,35,44,2,4,13,32,0,0,89
1144353,0,8,0,1,2,3,0,1,2,3,0,0,78
1144885,83,8,0,0,0,0,3,8,23,38,1,0,78
1144886,-98,8,1,170,170,170,1,100,122,173,3,98,89
1145042,191,8,22,180,348,540,43,131,252,392,91,0,78
1145043,0,8,0,15,21,27,1,6,13,23,0,0,89
1145044,39,4,19,9,39,47,2,34,61,81,0,0,78
1145091,0,8,0,15,15,30,0,0,0,0,0,0,78
1145092,2,8,0,10,14,20,3,6,14,22,9,0,89
1145093,90,2,45,88,184,304,23,96,170,284,19,0,78
1145103,13,4,6,0,0,6,0,0,0,0,0,0,78
1145104,15,2,0,20,40,60,13,27,33,35,0,0,89
1145105,32,2,0,0,0,0,5,5,5,5,2,0,78
1145146,6,9,0,0,0,0,0,0,0,1,2,0,78
1145147,0,8,0,5,8,14,1,6,16,24,0,0,89
1145148,133,4,0,55,121,121,6,10,10,10,30,0,78
1145292,81,12,2,0,6,30,11,24,43,77,15,0,78
1145293,0,8,0,27,38,49,1,13,16,27,0,0,89
1145294,-10,2,30,20,20,20,25,25,25,25,0,10,78
1145372,-1,8,0,13,16,18,6,10,21,25,0,1,89
1145373,79,5,10,152,323,504,42,200,393,591,31,0,78
1145446,0,9,0,10,14,22,7,11,20,25,0,0,78
1145447,3,8,0,13,29,45,3,9,13,23,1,0,89
1145448,79,8,0,0,0,0,1,10,30,35,1,0,78
1145470,0,8,0,10,20,20,2,5,12,14,1,0,89
1145471,247,8,0,0,0,0,0,0,0,11,0,0,78
1145630,525,8,67,390,658,999,119,344,647,983,163,0,78
1145632,46,8,0,0,0,5,3,7,26,46,5,0,78
1146002,3,8,0,0,0,0,0,0,0,0,1,0,78
1146003,1,2,0,15,26,37,5,13,29,38,0,0,89
1146004,2,12,0,0,0,0,0,0,1,1,0,0,78
1146009,0,4,0,17,17,20,0,0,45,60,1,0,78
1146010,0,3,0,118,118,118,0,3,4,11,14,0,89
1146011,29,2,0,0,0,0,0,0,0,0,1,0,78
1146138,0,2,15,0,0,0,0,0,0,0,0,0,78
1146139,0,8,0,5,7,7,0,0,0,0,0,0,89
1146140,96,3,0,72,72,72,0,1,1,1,0,0,78
1146174,21,8,0,0,0,0,3,5,11,17,2,0,78
1146175,0,2,0,26,36,36,0,2,2,2,0,0,89
1146176,3,2,0,0,0,0,1,1,2,2,0,0,78
1146202,6,8,0,0,0,0,0,0,0,3,1,0,78
1146203,0,8,0,3,5,7,0,0,3,7,2,0,89
1146204,3,3,0,6,6,6,0,0,0,0,0,0,78
1146364,137,2,97,0,0,0,10,108,168,274,47,0,78
1146365,1,8,0,2,2,2,1,1,3,3,0,0,89
1146366,68,8,0,0,0,0,2,2,4,6,2,0,78
1146603,3,8,0,4,4,7,1,3,4,6,0,0,78
1146604,0,2,0,17,27,32,0,0,0,0,0,0,89
1146605,7,2,0,0,0,0,0,0,0,0,1,0,78
1146635,6,9,0,0,12,12,0,4,5,6,0,0,78
1146636,-1,2,0,110,110,110,76,130,130,130,0,1,89
1146637,115,4,0,0,0,0,0,0,0,0,0,0,78
1146638,1,9,0,3,6,8,1,2,5,5,0,0,78
1146752,109,2,0,0,63,135,4,40,89,105,0,0,78
1146753,11,2,0,15,36,63,3,10,22,43,0,0,89
1146754,82,2,0,0,0,0,0,3,6,8,0,0,78
1146844,134,2,0,0,80,160,16,58,121,162,18,0,78
1146845,0,2,0,6,9,9,0,0,0,0,0,0,89
1147139,173,8,0,0,0,0,8,17,26,45,0,0,78
1147140,1,8,0,1,2,3,3,5,5,6,1,0,89
1147141,73,12,3,75,75,150,11,47,74,108,19,0,78
1147214,380,52,50,0,0,0,21,66,230,326,35,0,78
1147215,-29,8,0,222,354,450,21,36,197,233,69,29,89
1147216,25,2,0,50,100,100,16,25,88,141,7,0,78
1147280,7,8,0,16,36,56,3,15,36,57,7,0,89
1147281,0,8,0,15,15,15,0,0,0,0,0,0,78
1147480,33,8,3,66,110,143,4,8,57,86,0,0,78
1147481,0,12,0,7,9,13,0,3,6,8,0,0,89
1147498,12,8,0,50,100,160,12,32,45,45,22,0,78
1147499,-1,9,0,9,9,9,1,6,6,7,0,1,89
1147500,4,8,0,0,0,0,8,22,36,55,0,0,89
1147501,11,2,0,0,0,0,0,0,0,0,0,0,78
1147592,23,2,0,0,12,36,6,27,47,60,0,0,89
1147593,87,2,0,0,0,0,0,0,0,1,0,0,78
1147750,10,2,0,0,0,0,0,0,0,2,0,0,78
1147751,0,9,0,2,2,3,1,2,2,2,0,0,89
1147752,36,2,0,0,0,0,1,1,1,1,1,0,78
1147821,2,8,0,0,0,0,1,1,1,2,1,0,78
1147822,3,2,0,0,0,0,0,1,1,1,0,0,89
1147823,11,2,0,0,0,0,0,1,1,1,1,0,78
1147952,2,2,0,9,9,9,1,5,5,5,0,0,78
1147953,0,2,0,4,6,9,3,6,8,12,0,0,89
1147954,5,2,0,0,4,8,0,2,10,10,0,0,78
1147960,34,2,0,60,135,195,11,61,138,166,10,0,78
1147961,0,2,0,12,12,12,0,0,0,0,0,0,89
1147962,4,4,0,80,80,80,0,0,0,0,1,0,78
1148212,16,4,0,0,0,0,0,0,0,0,0,0,78
1148213,0,2,0,9,12,12,0,0,0,0,1,0,89
1148214,13,4,0,0,0,0,3,8,11,11,0,0,78
1148215,44,4,0,18,50,82,1,10,36,72,0,0,78
1148266,5,8,0,0,0,0,1,1,1,2,1,0,78
1148267,9,12,0,24,48,88,7,30,46,73,9,0,89
1148268,16,52,0,0,0,0,0,8,22,26,0,0,78
1148269,2,2,0,10,10,10,0,2,2,2,0,0,78
1148270,17,9,0,1,1,1,0,0,1,3,1,0,78
